Approach,Initial,Goal,Time to Order Landmarks,Time to Generate Plan,Path Length,Path
Vanilla Pyperplan,"['(empty-ferry)', '(at c0 l5)', '(at c1 l3)', '(at c2 l2)', '(at c3 l2)', '(at c4 l3)', '(at c5 l0)', '(at c6 l4)', '(at-ferry l4)']","['(at c2 l9)', '(at c3 l5)']",-1,0.6509110927581787,8,"[<Op (sail l4 l2)>, <Op (board c2 l2)>, <Op (sail l2 l9)>, <Op (debark c2 l9)>, <Op (sail l9 l2)>, <Op (board c3 l2)>, <Op (sail l2 l5)>, <Op (debark c3 l5)>]"
Goal to Real Goal Approach,"['(empty-ferry)', '(at c0 l5)', '(at c1 l3)', '(at c2 l2)', '(at c3 l2)', '(at c4 l3)', '(at c5 l0)', '(at c6 l4)', '(at-ferry l4)']","['(at c2 l9)', '(at c3 l5)']",1.2159347534179688e-05,1.5237369537353516,16,"[<Op (sail l4 l3)>, <Op (board c1 l3)>, <Op (sail l3 l10)>, <Op (debark c1 l10)>, <Op (sail l10 l5)>, <Op (board c0 l5)>, <Op (sail l5 l4)>, <Op (debark c0 l4)>, <Op (sail l4 l2)>, <Op (board c2 l2)>, <Op (sail l2 l9)>, <Op (debark c2 l9)>, <Op (sail l9 l2)>, <Op (board c3 l2)>, <Op (sail l2 l5)>, <Op (debark c3 l5)>]"
Shared Landmark Approach,"['(empty-ferry)', '(at c0 l5)', '(at c1 l3)', '(at c2 l2)', '(at c3 l2)', '(at c4 l3)', '(at c5 l0)', '(at c6 l4)', '(at-ferry l4)']","['(at c2 l9)', '(at c3 l5)']",0.009450912475585938,0.6666111946105957,9,"[<Op (sail l4 l5)>, <Op (sail l5 l2)>, <Op (board c2 l2)>, <Op (sail l2 l9)>, <Op (debark c2 l9)>, <Op (sail l9 l2)>, <Op (board c3 l2)>, <Op (sail l2 l5)>, <Op (debark c3 l5)>]"
Combined Landmarks Approach,"['(empty-ferry)', '(at c0 l5)', '(at c1 l3)', '(at c2 l2)', '(at c3 l2)', '(at c4 l3)', '(at c5 l0)', '(at c6 l4)', '(at-ferry l4)']","['(at c2 l9)', '(at c3 l5)']",0.04466891288757324,0.042984962463378906,26,"[<Op (sail l4 l5)>, <Op (sail l5 l10)>, <Op (sail l10 l3)>, <Op (sail l3 l5)>, <Op (board c0 l5)>, <Op (sail l5 l3)>, <Op (debark c0 l3)>, <Op (board c1 l3)>, <Op (sail l3 l10)>, <Op (debark c1 l10)>, <Op (sail l10 l3)>, <Op (board c0 l3)>, <Op (sail l3 l4)>, <Op (debark c0 l4)>, <Op (sail l4 l2)>, <Op (sail l2 l9)>, <Op (sail l9 l2)>, <Op (board c2 l2)>, <Op (debark c2 l2)>, <Op (board c3 l2)>, <Op (sail l2 l5)>, <Op (debark c3 l5)>, <Op (sail l5 l2)>, <Op (board c2 l2)>, <Op (sail l2 l9)>, <Op (debark c2 l9)>]"
Most Common Landmarks,"['(empty-ferry)', '(at c0 l5)', '(at c1 l3)', '(at c2 l2)', '(at c3 l2)', '(at c4 l3)', '(at c5 l0)', '(at c6 l4)', '(at-ferry l4)']","['(at c2 l9)', '(at c3 l5)']",0.01946401596069336,0.025231122970581055,12,"[<Op (sail l4 l5)>, <Op (sail l5 l9)>, <Op (sail l9 l2)>, <Op (board c2 l2)>, <Op (debark c2 l2)>, <Op (board c3 l2)>, <Op (sail l2 l5)>, <Op (debark c3 l5)>, <Op (sail l5 l2)>, <Op (board c2 l2)>, <Op (sail l2 l9)>, <Op (debark c2 l9)>]"
Centroid Approach,"['(empty-ferry)', '(at c0 l5)', '(at c1 l3)', '(at c2 l2)', '(at c3 l2)', '(at c4 l3)', '(at c5 l0)', '(at c6 l4)', '(at-ferry l4)']","['(at c2 l9)', '(at c3 l5)']",0.00042700767517089844,1.9815380573272705,11,"[<Op (board c6 l4)>, <Op (sail l4 l1)>, <Op (sail l1 l2)>, <Op (debark c6 l2)>, <Op (board c2 l2)>, <Op (sail l2 l9)>, <Op (debark c2 l9)>, <Op (sail l9 l2)>, <Op (board c3 l2)>, <Op (sail l2 l5)>, <Op (debark c3 l5)>]"
Closest Centroid Approach,"['(empty-ferry)', '(at c0 l5)', '(at c1 l3)', '(at c2 l2)', '(at c3 l2)', '(at c4 l3)', '(at c5 l0)', '(at c6 l4)', '(at-ferry l4)']","['(at c2 l9)', '(at c3 l5)']",0.0006930828094482422,0.6587738990783691,9,"[<Op (sail l4 l5)>, <Op (sail l5 l2)>, <Op (board c2 l2)>, <Op (sail l2 l9)>, <Op (debark c2 l9)>, <Op (sail l9 l2)>, <Op (board c3 l2)>, <Op (sail l2 l5)>, <Op (debark c3 l5)>]"
Farthest Centroid Approach,"['(empty-ferry)', '(at c0 l5)', '(at c1 l3)', '(at c2 l2)', '(at c3 l2)', '(at c4 l3)', '(at c5 l0)', '(at c6 l4)', '(at-ferry l4)']","['(at c2 l9)', '(at c3 l5)']",0.0005679130554199219,0.6728191375732422,9,"[<Op (sail l4 l5)>, <Op (sail l5 l2)>, <Op (board c2 l2)>, <Op (sail l2 l9)>, <Op (debark c2 l9)>, <Op (sail l9 l2)>, <Op (board c3 l2)>, <Op (sail l2 l5)>, <Op (debark c3 l5)>]"
All but Real Centroid Approach,"['(empty-ferry)', '(at c0 l5)', '(at c1 l3)', '(at c2 l2)', '(at c3 l2)', '(at c4 l3)', '(at c5 l0)', '(at c6 l4)', '(at-ferry l4)']","['(at c2 l9)', '(at c3 l5)']",0.0006029605865478516,0.7513771057128906,9,"[<Op (sail l4 l3)>, <Op (sail l3 l2)>, <Op (board c2 l2)>, <Op (sail l2 l9)>, <Op (debark c2 l9)>, <Op (sail l9 l2)>, <Op (board c3 l2)>, <Op (sail l2 l5)>, <Op (debark c3 l5)>]"
R-Centroid Approach,"['(empty-ferry)', '(at c0 l5)', '(at c1 l3)', '(at c2 l2)', '(at c3 l2)', '(at c4 l3)', '(at c5 l0)', '(at c6 l4)', '(at-ferry l4)']","['(at c2 l9)', '(at c3 l5)']",0.0002040863037109375,1.9601328372955322,11,"[<Op (board c6 l4)>, <Op (sail l4 l1)>, <Op (sail l1 l2)>, <Op (debark c6 l2)>, <Op (board c2 l2)>, <Op (sail l2 l9)>, <Op (debark c2 l9)>, <Op (sail l9 l2)>, <Op (board c3 l2)>, <Op (sail l2 l5)>, <Op (debark c3 l5)>]"
R-Closest Centroid Approach,"['(empty-ferry)', '(at c0 l5)', '(at c1 l3)', '(at c2 l2)', '(at c3 l2)', '(at c4 l3)', '(at c5 l0)', '(at c6 l4)', '(at-ferry l4)']","['(at c2 l9)', '(at c3 l5)']",0.0005819797515869141,1.9533650875091553,11,"[<Op (board c6 l4)>, <Op (sail l4 l0)>, <Op (sail l0 l2)>, <Op (debark c6 l2)>, <Op (board c2 l2)>, <Op (sail l2 l9)>, <Op (debark c2 l9)>, <Op (sail l9 l2)>, <Op (board c3 l2)>, <Op (sail l2 l5)>, <Op (debark c3 l5)>]"
R-Farthest Centroid Approach,"['(empty-ferry)', '(at c0 l5)', '(at c1 l3)', '(at c2 l2)', '(at c3 l2)', '(at c4 l3)', '(at c5 l0)', '(at c6 l4)', '(at-ferry l4)']","['(at c2 l9)', '(at c3 l5)']",0.0002849102020263672,2.019619941711426,11,"[<Op (board c6 l4)>, <Op (sail l4 l0)>, <Op (sail l0 l2)>, <Op (debark c6 l2)>, <Op (board c2 l2)>, <Op (sail l2 l9)>, <Op (debark c2 l9)>, <Op (sail l9 l2)>, <Op (board c3 l2)>, <Op (sail l2 l5)>, <Op (debark c3 l5)>]"
R-All but Real Centroid Approach,"['(empty-ferry)', '(at c0 l5)', '(at c1 l3)', '(at c2 l2)', '(at c3 l2)', '(at c4 l3)', '(at c5 l0)', '(at c6 l4)', '(at-ferry l4)']","['(at c2 l9)', '(at c3 l5)']",0.0006730556488037109,1.977738618850708,11,"[<Op (board c6 l4)>, <Op (sail l4 l1)>, <Op (sail l1 l2)>, <Op (debark c6 l2)>, <Op (board c2 l2)>, <Op (sail l2 l9)>, <Op (debark c2 l9)>, <Op (sail l9 l2)>, <Op (board c3 l2)>, <Op (sail l2 l5)>, <Op (debark c3 l5)>]"
Minimum Covering State Approach,"['(empty-ferry)', '(at c0 l5)', '(at c1 l3)', '(at c2 l2)', '(at c3 l2)', '(at c4 l3)', '(at c5 l0)', '(at c6 l4)', '(at-ferry l4)']","['(at c2 l9)', '(at c3 l5)']",0.0004870891571044922,2.307748794555664,11,"[<Op (board c6 l4)>, <Op (sail l4 l3)>, <Op (sail l3 l2)>, <Op (debark c6 l2)>, <Op (board c2 l2)>, <Op (sail l2 l9)>, <Op (debark c2 l9)>, <Op (sail l9 l2)>, <Op (board c3 l2)>, <Op (sail l2 l5)>, <Op (debark c3 l5)>]"
Closest Minimum Covering State Approach,"['(empty-ferry)', '(at c0 l5)', '(at c1 l3)', '(at c2 l2)', '(at c3 l2)', '(at c4 l3)', '(at c5 l0)', '(at c6 l4)', '(at-ferry l4)']","['(at c2 l9)', '(at c3 l5)']",0.0005450248718261719,2.4556710720062256,11,"[<Op (board c6 l4)>, <Op (sail l4 l3)>, <Op (sail l3 l2)>, <Op (debark c6 l2)>, <Op (board c2 l2)>, <Op (sail l2 l9)>, <Op (debark c2 l9)>, <Op (sail l9 l2)>, <Op (board c3 l2)>, <Op (sail l2 l5)>, <Op (debark c3 l5)>]"
