Approach,Initial,Goal,Time to Order Landmarks,Time to Generate Plan,Path Length,Path
Vanilla Pyperplan,"['(at apn1 apt2)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos11)', '(at obj13 pos11)', '(at obj21 pos21)', '(at obj22 pos21)']","['(at obj11 pos12)', '(at obj13 pos12)', '(at obj12 pos13)', '(at obj21 pos12)']",-1,4.346198081970215,19,"[<Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj13 tru1 pos11)>, <Op (load-truck obj12 tru1 pos11)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (unload-truck obj21 tru1 pos12)>, <Op (unload-truck obj13 tru1 pos12)>, <Op (unload-truck obj11 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos13 cit1)>, <Op (unload-truck obj12 tru1 pos13)>]"
Goal to Real Goal Approach,"['(at apn1 apt2)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos11)', '(at obj13 pos11)', '(at obj21 pos21)', '(at obj22 pos21)']","['(at obj11 pos12)', '(at obj13 pos12)', '(at obj12 pos13)', '(at obj21 pos12)']",2.47955322265625e-05,2.9306750297546387,26,"[<Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj13 tru1 pos11)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (unload-truck obj11 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos13 cit1)>, <Op (unload-truck obj21 tru1 pos13)>, <Op (unload-truck obj13 tru1 pos13)>, <Op (load-truck obj21 tru1 pos13)>, <Op (load-truck obj13 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos11 cit1)>, <Op (load-truck obj12 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (unload-truck obj21 tru1 pos12)>, <Op (unload-truck obj13 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos13 cit1)>, <Op (unload-truck obj12 tru1 pos13)>]"
Shared Landmark Approach,"['(at apn1 apt2)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos11)', '(at obj13 pos11)', '(at obj21 pos21)', '(at obj22 pos21)']","['(at obj11 pos12)', '(at obj13 pos12)', '(at obj12 pos13)', '(at obj21 pos12)']",0.18901562690734863,0.256669282913208,27,"[<Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 pos12 pos11 cit1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (drive-truck tru2 apt2 pos21 cit2)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj11 tru1 pos11)>, <Op (load-truck obj13 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (unload-truck obj11 tru1 pos12)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (drive-truck tru1 pos12 apt1 cit1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj12 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (unload-truck obj21 tru1 pos12)>, <Op (unload-truck obj13 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos13 cit1)>, <Op (unload-truck obj12 tru1 pos13)>]"
Combined Landmarks Approach,"['(at apn1 apt2)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos11)', '(at obj13 pos11)', '(at obj21 pos21)', '(at obj22 pos21)']","['(at obj11 pos12)', '(at obj13 pos12)', '(at obj12 pos13)', '(at obj21 pos12)']",0.9618229866027832,0.04428410530090332,34,"[<Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 pos12 pos11 cit1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (drive-truck tru2 apt2 pos21 cit2)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj11 tru1 pos11)>, <Op (load-truck obj13 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (unload-truck obj11 tru1 pos12)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (drive-truck tru1 pos12 apt1 cit1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos13 cit1)>, <Op (unload-truck obj13 tru1 pos13)>, <Op (unload-truck obj21 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos11 cit1)>, <Op (load-truck obj12 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos13 cit1)>, <Op (unload-truck obj12 tru1 pos13)>, <Op (load-truck obj13 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (unload-truck obj13 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos13 cit1)>, <Op (load-truck obj21 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (unload-truck obj21 tru1 pos12)>]"
Most Common Landmarks,"['(at apn1 apt2)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos11)', '(at obj13 pos11)', '(at obj21 pos21)', '(at obj22 pos21)']","['(at obj11 pos12)', '(at obj13 pos12)', '(at obj12 pos13)', '(at obj21 pos12)']",0.614091157913208,0.03027200698852539,27,"[<Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 pos12 pos11 cit1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (drive-truck tru2 apt2 pos21 cit2)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj11 tru1 pos11)>, <Op (load-truck obj13 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (unload-truck obj11 tru1 pos12)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (drive-truck tru1 pos12 apt1 cit1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj12 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos13 cit1)>, <Op (unload-truck obj12 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (unload-truck obj13 tru1 pos12)>, <Op (unload-truck obj21 tru1 pos12)>]"
Centroid Approach,"['(at apn1 apt2)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos11)', '(at obj13 pos11)', '(at obj21 pos21)', '(at obj22 pos21)']","['(at obj11 pos12)', '(at obj13 pos12)', '(at obj12 pos13)', '(at obj21 pos12)']",0.0005650520324707031,6.581797122955322,28,"[<Op (drive-truck tru1 pos13 pos11 cit1)>, <Op (load-truck obj12 tru1 pos11)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (unload-truck obj12 tru1 apt1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (load-airplane obj12 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj12 apn1 apt2)>, <Op (load-airplane obj12 apn1 apt2)>, <Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (unload-airplane obj12 apn1 apt1)>, <Op (load-truck obj12 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj13 tru1 pos11)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (unload-truck obj21 tru1 pos12)>, <Op (unload-truck obj13 tru1 pos12)>, <Op (unload-truck obj11 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos13 cit1)>, <Op (unload-truck obj12 tru1 pos13)>]"
Closest Centroid Approach,"['(at apn1 apt2)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos11)', '(at obj13 pos11)', '(at obj21 pos21)', '(at obj22 pos21)']","['(at obj11 pos12)', '(at obj13 pos12)', '(at obj12 pos13)', '(at obj21 pos12)']",0.0004858970642089844,2.8106889724731445,24,"[<Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj13 tru1 pos11)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (unload-truck obj11 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos13 cit1)>, <Op (unload-truck obj13 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos11 cit1)>, <Op (load-truck obj12 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos13 cit1)>, <Op (load-truck obj13 tru1 pos13)>, <Op (unload-truck obj12 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (unload-truck obj21 tru1 pos12)>, <Op (unload-truck obj13 tru1 pos12)>]"
Farthest Centroid Approach,"['(at apn1 apt2)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos11)', '(at obj13 pos11)', '(at obj21 pos21)', '(at obj22 pos21)']","['(at obj11 pos12)', '(at obj13 pos12)', '(at obj12 pos13)', '(at obj21 pos12)']",0.0004131793975830078,2.8738787174224854,24,"[<Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj13 tru1 pos11)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (unload-truck obj11 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos13 cit1)>, <Op (unload-truck obj13 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos11 cit1)>, <Op (load-truck obj12 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos13 cit1)>, <Op (load-truck obj13 tru1 pos13)>, <Op (unload-truck obj12 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (unload-truck obj21 tru1 pos12)>, <Op (unload-truck obj13 tru1 pos12)>]"
All but Real Centroid Approach,"['(at apn1 apt2)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos11)', '(at obj13 pos11)', '(at obj21 pos21)', '(at obj22 pos21)']","['(at obj11 pos12)', '(at obj13 pos12)', '(at obj12 pos13)', '(at obj21 pos12)']",0.00039768218994140625,2.784219264984131,24,"[<Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj13 tru1 pos11)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (unload-truck obj11 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos13 cit1)>, <Op (unload-truck obj13 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos11 cit1)>, <Op (load-truck obj12 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos13 cit1)>, <Op (load-truck obj13 tru1 pos13)>, <Op (unload-truck obj12 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (unload-truck obj21 tru1 pos12)>, <Op (unload-truck obj13 tru1 pos12)>]"
R-Centroid Approach,"['(at apn1 apt2)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos11)', '(at obj13 pos11)', '(at obj21 pos21)', '(at obj22 pos21)']","['(at obj11 pos12)', '(at obj13 pos12)', '(at obj12 pos13)', '(at obj21 pos12)']",0.0005357265472412109,6.590784072875977,28,"[<Op (drive-truck tru1 pos13 pos11 cit1)>, <Op (load-truck obj12 tru1 pos11)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (unload-truck obj12 tru1 apt1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (load-airplane obj12 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj12 apn1 apt2)>, <Op (load-airplane obj12 apn1 apt2)>, <Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (unload-airplane obj12 apn1 apt1)>, <Op (load-truck obj12 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj13 tru1 pos11)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (unload-truck obj21 tru1 pos12)>, <Op (unload-truck obj13 tru1 pos12)>, <Op (unload-truck obj11 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos13 cit1)>, <Op (unload-truck obj12 tru1 pos13)>]"
