Approach,Initial,Goal,Time to Order Landmarks,Time to Generate Plan,Path Length,Path
Vanilla Pyperplan,"['(empty-ferry)', '(at c0 l7)', '(at c1 l6)', '(at c2 l1)', '(at c3 l7)', '(at c4 l0)', '(at c5 l1)', '(at-ferry l5)']","['(at c0 l0)', '(at c1 l9)']",-1,0.41695189476013184,8,"[<Op (sail l5 l6)>, <Op (board c1 l6)>, <Op (sail l6 l9)>, <Op (debark c1 l9)>, <Op (sail l9 l7)>, <Op (board c0 l7)>, <Op (sail l7 l0)>, <Op (debark c0 l0)>]"
Goal to Real Goal Approach,"['(empty-ferry)', '(at c0 l7)', '(at c1 l6)', '(at c2 l1)', '(at c3 l7)', '(at c4 l0)', '(at c5 l1)', '(at-ferry l5)']","['(at c0 l0)', '(at c1 l9)']",1.3828277587890625e-05,0.6301701068878174,16,"[<Op (sail l5 l1)>, <Op (board c2 l1)>, <Op (sail l1 l6)>, <Op (debark c2 l6)>, <Op (sail l6 l7)>, <Op (board c3 l7)>, <Op (sail l7 l9)>, <Op (debark c3 l9)>, <Op (sail l9 l6)>, <Op (board c1 l6)>, <Op (sail l6 l9)>, <Op (debark c1 l9)>, <Op (sail l9 l7)>, <Op (board c0 l7)>, <Op (sail l7 l0)>, <Op (debark c0 l0)>]"
Shared Landmark Approach,"['(empty-ferry)', '(at c0 l7)', '(at c1 l6)', '(at c2 l1)', '(at c3 l7)', '(at c4 l0)', '(at c5 l1)', '(at-ferry l5)']","['(at c0 l0)', '(at c1 l9)']",0.016677141189575195,0.2553989887237549,10,"[<Op (sail l5 l7)>, <Op (sail l7 l9)>, <Op (sail l9 l6)>, <Op (board c1 l6)>, <Op (sail l6 l9)>, <Op (debark c1 l9)>, <Op (sail l9 l7)>, <Op (board c0 l7)>, <Op (sail l7 l0)>, <Op (debark c0 l0)>]"
Combined Landmarks Approach,"['(empty-ferry)', '(at c0 l7)', '(at c1 l6)', '(at c2 l1)', '(at c3 l7)', '(at c4 l0)', '(at c5 l1)', '(at-ferry l5)']","['(at c0 l0)', '(at c1 l9)']",0.028364896774291992,0.05008196830749512,28,"[<Op (sail l5 l7)>, <Op (sail l7 l9)>, <Op (sail l9 l6)>, <Op (sail l6 l1)>, <Op (board c2 l1)>, <Op (sail l1 l7)>, <Op (debark c2 l7)>, <Op (board c3 l7)>, <Op (debark c3 l7)>, <Op (board c2 l7)>, <Op (sail l7 l6)>, <Op (debark c2 l6)>, <Op (sail l6 l7)>, <Op (board c3 l7)>, <Op (sail l7 l9)>, <Op (debark c3 l9)>, <Op (sail l9 l0)>, <Op (sail l0 l7)>, <Op (board c0 l7)>, <Op (sail l7 l6)>, <Op (debark c0 l6)>, <Op (board c1 l6)>, <Op (sail l6 l9)>, <Op (debark c1 l9)>, <Op (sail l9 l6)>, <Op (board c0 l6)>, <Op (sail l6 l0)>, <Op (debark c0 l0)>]"
Most Common Landmarks,"['(empty-ferry)', '(at c0 l7)', '(at c1 l6)', '(at c2 l1)', '(at c3 l7)', '(at c4 l0)', '(at c5 l1)', '(at-ferry l5)']","['(at c0 l0)', '(at c1 l9)']",0.014925241470336914,0.022891759872436523,15,"[<Op (sail l5 l7)>, <Op (sail l7 l9)>, <Op (sail l9 l6)>, <Op (sail l6 l0)>, <Op (sail l0 l7)>, <Op (board c0 l7)>, <Op (sail l7 l6)>, <Op (debark c0 l6)>, <Op (board c1 l6)>, <Op (sail l6 l9)>, <Op (debark c1 l9)>, <Op (sail l9 l6)>, <Op (board c0 l6)>, <Op (sail l6 l0)>, <Op (debark c0 l0)>]"
Centroid Approach,"['(empty-ferry)', '(at c0 l7)', '(at c1 l6)', '(at c2 l1)', '(at c3 l7)', '(at c4 l0)', '(at c5 l1)', '(at-ferry l5)']","['(at c0 l0)', '(at c1 l9)']",0.0005528926849365234,0.3692479133605957,9,"[<Op (sail l5 l1)>, <Op (sail l1 l6)>, <Op (board c1 l6)>, <Op (sail l6 l9)>, <Op (debark c1 l9)>, <Op (sail l9 l7)>, <Op (board c0 l7)>, <Op (sail l7 l0)>, <Op (debark c0 l0)>]"
Closest Centroid Approach,"['(empty-ferry)', '(at c0 l7)', '(at c1 l6)', '(at c2 l1)', '(at c3 l7)', '(at c4 l0)', '(at c5 l1)', '(at-ferry l5)']","['(at c0 l0)', '(at c1 l9)']",0.0004169940948486328,0.3683898448944092,9,"[<Op (sail l5 l0)>, <Op (sail l0 l6)>, <Op (board c1 l6)>, <Op (sail l6 l9)>, <Op (debark c1 l9)>, <Op (sail l9 l7)>, <Op (board c0 l7)>, <Op (sail l7 l0)>, <Op (debark c0 l0)>]"
Farthest Centroid Approach,"['(empty-ferry)', '(at c0 l7)', '(at c1 l6)', '(at c2 l1)', '(at c3 l7)', '(at c4 l0)', '(at c5 l1)', '(at-ferry l5)']","['(at c0 l0)', '(at c1 l9)']",0.0004329681396484375,0.21143007278442383,8,"[<Op (sail l5 l7)>, <Op (board c0 l7)>, <Op (sail l7 l0)>, <Op (debark c0 l0)>, <Op (sail l0 l6)>, <Op (board c1 l6)>, <Op (sail l6 l9)>, <Op (debark c1 l9)>]"
All but Real Centroid Approach,"['(empty-ferry)', '(at c0 l7)', '(at c1 l6)', '(at c2 l1)', '(at c3 l7)', '(at c4 l0)', '(at c5 l1)', '(at-ferry l5)']","['(at c0 l0)', '(at c1 l9)']",0.0004930496215820312,0.374269962310791,9,"[<Op (sail l5 l1)>, <Op (sail l1 l6)>, <Op (board c1 l6)>, <Op (sail l6 l9)>, <Op (debark c1 l9)>, <Op (sail l9 l7)>, <Op (board c0 l7)>, <Op (sail l7 l0)>, <Op (debark c0 l0)>]"
R-Centroid Approach,"['(empty-ferry)', '(at c0 l7)', '(at c1 l6)', '(at c2 l1)', '(at c3 l7)', '(at c4 l0)', '(at c5 l1)', '(at-ferry l5)']","['(at c0 l0)', '(at c1 l9)']",0.0004968643188476562,0.3864290714263916,8,"[<Op (sail l5 l6)>, <Op (board c1 l6)>, <Op (sail l6 l9)>, <Op (debark c1 l9)>, <Op (sail l9 l7)>, <Op (board c0 l7)>, <Op (sail l7 l0)>, <Op (debark c0 l0)>]"
