Approach,Initial,Goal,Time to Order Landmarks,Time to Generate Plan,Path Length,Path
Vanilla Pyperplan,"['(handempty)', '(ontable a)', '(clear a)', '(ontable p)', '(clear t)', '(on t p)', '(ontable r)', '(clear e)', '(on e r)']","['(clear e)', '(on e a)', '(on a t)', '(ontable t)']",-1,0.004038810729980469,6,"[<Op (unstack t p)>, <Op (put-down t)>, <Op (pick-up a)>, <Op (stack a t)>, <Op (unstack e r)>, <Op (stack e a)>]"
Goal to Real Goal Approach,"['(handempty)', '(ontable a)', '(clear a)', '(ontable p)', '(clear t)', '(on t p)', '(ontable r)', '(clear e)', '(on e r)']","['(clear e)', '(on e a)', '(on a t)', '(ontable t)']",2.3126602172851562e-05,0.01024174690246582,9,"[<Op (unstack t p)>, <Op (put-down t)>, <Op (pick-up a)>, <Op (stack a t)>, <Op (unstack e r)>, <Op (stack e a)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (unstack p e)>]"
Shared Landmark Approach,"['(handempty)', '(ontable a)', '(clear a)', '(ontable p)', '(clear t)', '(on t p)', '(ontable r)', '(clear e)', '(on e r)']","['(clear e)', '(on e a)', '(on a t)', '(ontable t)']",0.019002914428710938,0.004520893096923828,12,"[<Op (pick-up a)>, <Op (put-down a)>, <Op (unstack t p)>, <Op (put-down t)>, <Op (unstack e r)>, <Op (stack e a)>, <Op (unstack e a)>, <Op (put-down e)>, <Op (pick-up a)>, <Op (stack a t)>, <Op (pick-up e)>, <Op (stack e a)>]"
Combined Landmarks Approach,"['(handempty)', '(ontable a)', '(clear a)', '(ontable p)', '(clear t)', '(on t p)', '(ontable r)', '(clear e)', '(on e r)']","['(clear e)', '(on e a)', '(on a t)', '(ontable t)']",0.0015475749969482422,0.005097150802612305,16,"[<Op (pick-up a)>, <Op (put-down a)>, <Op (unstack t p)>, <Op (put-down t)>, <Op (unstack e r)>, <Op (stack e a)>, <Op (unstack e a)>, <Op (put-down e)>, <Op (pick-up a)>, <Op (stack a t)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (unstack p e)>, <Op (put-down p)>, <Op (pick-up e)>, <Op (stack e a)>]"
Most Common Landmarks,"['(handempty)', '(ontable a)', '(clear a)', '(ontable p)', '(clear t)', '(on t p)', '(ontable r)', '(clear e)', '(on e r)']","['(clear e)', '(on e a)', '(on a t)', '(ontable t)']",0.018547773361206055,0.0034112930297851562,12,"[<Op (unstack e r)>, <Op (stack e a)>, <Op (unstack e a)>, <Op (put-down e)>, <Op (pick-up a)>, <Op (put-down a)>, <Op (unstack t p)>, <Op (put-down t)>, <Op (pick-up a)>, <Op (stack a t)>, <Op (pick-up e)>, <Op (stack e a)>]"
Centroid Approach,"['(handempty)', '(ontable a)', '(clear a)', '(ontable p)', '(clear t)', '(on t p)', '(ontable r)', '(clear e)', '(on e r)']","['(clear e)', '(on e a)', '(on a t)', '(ontable t)']",0.0003910064697265625,0.0041997432708740234,8,"[<Op (pick-up a)>, <Op (stack a e)>, <Op (unstack t p)>, <Op (put-down t)>, <Op (unstack a e)>, <Op (stack a t)>, <Op (unstack e r)>, <Op (stack e a)>]"
Closest Centroid Approach,"['(handempty)', '(ontable a)', '(clear a)', '(ontable p)', '(clear t)', '(on t p)', '(ontable r)', '(clear e)', '(on e r)']","['(clear e)', '(on e a)', '(on a t)', '(ontable t)']",0.0003349781036376953,0.00935816764831543,10,"[<Op (unstack t p)>, <Op (put-down t)>, <Op (unstack e r)>, <Op (stack e a)>, <Op (unstack e a)>, <Op (put-down e)>, <Op (pick-up a)>, <Op (stack a t)>, <Op (pick-up e)>, <Op (stack e a)>]"
Farthest Centroid Approach,"['(handempty)', '(ontable a)', '(clear a)', '(ontable p)', '(clear t)', '(on t p)', '(ontable r)', '(clear e)', '(on e r)']","['(clear e)', '(on e a)', '(on a t)', '(ontable t)']",0.0001819133758544922,0.005068063735961914,6,"[<Op (unstack t p)>, <Op (put-down t)>, <Op (pick-up a)>, <Op (stack a t)>, <Op (unstack e r)>, <Op (stack e a)>]"
All but Real Centroid Approach,"['(handempty)', '(ontable a)', '(clear a)', '(ontable p)', '(clear t)', '(on t p)', '(ontable r)', '(clear e)', '(on e r)']","['(clear e)', '(on e a)', '(on a t)', '(ontable t)']",0.00021505355834960938,0.012346029281616211,14,"[<Op (unstack t p)>, <Op (put-down t)>, <Op (unstack e r)>, <Op (stack e a)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (unstack p e)>, <Op (put-down p)>, <Op (unstack e a)>, <Op (put-down e)>, <Op (pick-up a)>, <Op (stack a t)>, <Op (pick-up e)>, <Op (stack e a)>]"
R-Centroid Approach,"['(handempty)', '(ontable a)', '(clear a)', '(ontable p)', '(clear t)', '(on t p)', '(ontable r)', '(clear e)', '(on e r)']","['(clear e)', '(on e a)', '(on a t)', '(ontable t)']",0.00014781951904296875,0.0041332244873046875,8,"[<Op (pick-up a)>, <Op (stack a e)>, <Op (unstack t p)>, <Op (put-down t)>, <Op (unstack a e)>, <Op (stack a t)>, <Op (unstack e r)>, <Op (stack e a)>]"
R-Closest Centroid Approach,"['(handempty)', '(ontable a)', '(clear a)', '(ontable p)', '(clear t)', '(on t p)', '(ontable r)', '(clear e)', '(on e r)']","['(clear e)', '(on e a)', '(on a t)', '(ontable t)']",0.00021004676818847656,0.004117012023925781,8,"[<Op (pick-up a)>, <Op (stack a e)>, <Op (unstack t p)>, <Op (put-down t)>, <Op (unstack a e)>, <Op (stack a t)>, <Op (unstack e r)>, <Op (stack e a)>]"
R-Farthest Centroid Approach,"['(handempty)', '(ontable a)', '(clear a)', '(ontable p)', '(clear t)', '(on t p)', '(ontable r)', '(clear e)', '(on e r)']","['(clear e)', '(on e a)', '(on a t)', '(ontable t)']",0.00013899803161621094,0.00409388542175293,8,"[<Op (pick-up a)>, <Op (stack a e)>, <Op (unstack t p)>, <Op (put-down t)>, <Op (unstack a e)>, <Op (stack a t)>, <Op (unstack e r)>, <Op (stack e a)>]"
R-All but Real Centroid Approach,"['(handempty)', '(ontable a)', '(clear a)', '(ontable p)', '(clear t)', '(on t p)', '(ontable r)', '(clear e)', '(on e r)']","['(clear e)', '(on e a)', '(on a t)', '(ontable t)']",0.0002942085266113281,0.004288911819458008,8,"[<Op (pick-up a)>, <Op (stack a e)>, <Op (unstack t p)>, <Op (put-down t)>, <Op (unstack a e)>, <Op (stack a t)>, <Op (unstack e r)>, <Op (stack e a)>]"
Minimum Covering State Approach,"['(handempty)', '(ontable a)', '(clear a)', '(ontable p)', '(clear t)', '(on t p)', '(ontable r)', '(clear e)', '(on e r)']","['(clear e)', '(on e a)', '(on a t)', '(ontable t)']",0.00020813941955566406,0.012687921524047852,14,"[<Op (unstack t p)>, <Op (put-down t)>, <Op (unstack e r)>, <Op (stack e a)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (unstack p e)>, <Op (put-down p)>, <Op (unstack e a)>, <Op (put-down e)>, <Op (pick-up a)>, <Op (stack a t)>, <Op (pick-up e)>, <Op (stack e a)>]"
Closest Minimum Covering State Approach,"['(handempty)', '(ontable a)', '(clear a)', '(ontable p)', '(clear t)', '(on t p)', '(ontable r)', '(clear e)', '(on e r)']","['(clear e)', '(on e a)', '(on a t)', '(ontable t)']",0.0002040863037109375,0.005013942718505859,6,"[<Op (unstack t p)>, <Op (put-down t)>, <Op (pick-up a)>, <Op (stack a t)>, <Op (unstack e r)>, <Op (stack e a)>]"
Farthest Minimum Covering State Approach,"['(handempty)', '(ontable a)', '(clear a)', '(ontable p)', '(clear t)', '(on t p)', '(ontable r)', '(clear e)', '(on e r)']","['(clear e)', '(on e a)', '(on a t)', '(ontable t)']",0.00025200843811035156,0.008938074111938477,8,"[<Op (unstack e r)>, <Op (put-down e)>, <Op (unstack t p)>, <Op (put-down t)>, <Op (pick-up a)>, <Op (stack a t)>, <Op (pick-up e)>, <Op (stack e a)>]"
All but Real Minimum Coverinst State Approach,"['(handempty)', '(ontable a)', '(clear a)', '(ontable p)', '(clear t)', '(on t p)', '(ontable r)', '(clear e)', '(on e r)']","['(clear e)', '(on e a)', '(on a t)', '(ontable t)']",0.00023603439331054688,0.012477874755859375,14,"[<Op (unstack t p)>, <Op (put-down t)>, <Op (unstack e r)>, <Op (stack e a)>, <Op (pick-up p)>, <Op (stack p e)>, <Op (unstack p e)>, <Op (put-down p)>, <Op (unstack e a)>, <Op (put-down e)>, <Op (pick-up a)>, <Op (stack a t)>, <Op (pick-up e)>, <Op (stack e a)>]"
