Approach,Initial,Goal,Time to Order Landmarks,Time to Generate Plan,Path Length,Path
Vanilla Pyperplan,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)']","['(at obj13 pos12)', '(at obj11 pos13)', '(at obj21 pos11)']",-1,0.6483430862426758,18,"[<Op (load-truck obj13 tru1 pos13)>, <Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj11 tru1 pos11)>, <Op (unload-truck obj21 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (unload-truck obj13 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos13 cit1)>, <Op (unload-truck obj11 tru1 pos13)>]"
Goal to Real Goal Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)']","['(at obj13 pos12)', '(at obj11 pos13)', '(at obj21 pos11)']",2.09808349609375e-05,3.9609031677246094,27,"[<Op (load-truck obj13 tru1 pos13)>, <Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos12 cit1)>, <Op (load-truck obj12 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos11 cit1)>, <Op (unload-truck obj13 tru1 pos11)>, <Op (unload-truck obj12 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos13 cit1)>, <Op (unload-truck obj21 tru1 pos13)>, <Op (load-truck obj21 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos11 cit1)>, <Op (load-truck obj13 tru1 pos11)>, <Op (load-truck obj11 tru1 pos11)>, <Op (unload-truck obj21 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (unload-truck obj13 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos13 cit1)>, <Op (unload-truck obj11 tru1 pos13)>]"
Shared Landmark Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)']","['(at obj13 pos12)', '(at obj11 pos13)', '(at obj21 pos11)']",0.13552308082580566,0.12781119346618652,23,"[<Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (drive-truck tru1 pos12 pos11 cit1)>, <Op (drive-truck tru1 pos11 pos13 cit1)>, <Op (load-truck obj13 tru1 pos13)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (drive-truck tru2 apt2 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj11 tru1 pos11)>, <Op (unload-truck obj21 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (unload-truck obj13 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos13 cit1)>, <Op (unload-truck obj11 tru1 pos13)>]"
Combined Landmarks Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)']","['(at obj13 pos12)', '(at obj11 pos13)', '(at obj21 pos11)']",2.798604965209961,0.029117107391357422,33,"[<Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (drive-truck tru1 pos12 pos11 cit1)>, <Op (drive-truck tru1 pos11 pos13 cit1)>, <Op (load-truck obj13 tru1 pos13)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (drive-truck tru2 apt2 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (unload-truck obj13 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos13 cit1)>, <Op (unload-truck obj21 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (load-truck obj12 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos11 cit1)>, <Op (unload-truck obj12 tru1 pos11)>, <Op (load-truck obj11 tru1 pos11)>, <Op (load-truck obj13 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (unload-truck obj13 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos13 cit1)>, <Op (unload-truck obj11 tru1 pos13)>, <Op (load-truck obj21 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos11 cit1)>, <Op (unload-truck obj21 tru1 pos11)>]"
Most Common Landmarks,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)']","['(at obj13 pos12)', '(at obj11 pos13)', '(at obj21 pos11)']",0.38265490531921387,0.018207788467407227,24,"[<Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (drive-truck tru1 pos12 pos13 cit1)>, <Op (load-truck obj13 tru1 pos13)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (drive-truck tru2 apt2 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (unload-truck obj13 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos11 cit1)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos13 cit1)>, <Op (unload-truck obj11 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos11 cit1)>, <Op (unload-truck obj21 tru1 pos11)>]"
Centroid Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)']","['(at obj13 pos12)', '(at obj11 pos13)', '(at obj21 pos11)']",0.0006699562072753906,2.7007458209991455,19,"[<Op (load-truck obj13 tru1 pos13)>, <Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos13 cit1)>, <Op (unload-truck obj11 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (unload-truck obj13 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos11 cit1)>, <Op (unload-truck obj21 tru1 pos11)>]"
Closest Centroid Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)']","['(at obj13 pos12)', '(at obj11 pos13)', '(at obj21 pos11)']",0.0004591941833496094,2.711902141571045,19,"[<Op (load-truck obj13 tru1 pos13)>, <Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos13 cit1)>, <Op (unload-truck obj11 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (unload-truck obj13 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos11 cit1)>, <Op (unload-truck obj21 tru1 pos11)>]"
Farthest Centroid Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)']","['(at obj13 pos12)', '(at obj11 pos13)', '(at obj21 pos11)']",0.00042700767517089844,2.662713050842285,19,"[<Op (load-truck obj13 tru1 pos13)>, <Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos13 cit1)>, <Op (unload-truck obj11 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (unload-truck obj13 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos11 cit1)>, <Op (unload-truck obj21 tru1 pos11)>]"
All but Real Centroid Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)']","['(at obj13 pos12)', '(at obj11 pos13)', '(at obj21 pos11)']",0.0003802776336669922,2.6573917865753174,19,"[<Op (load-truck obj13 tru1 pos13)>, <Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos13 cit1)>, <Op (unload-truck obj11 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (unload-truck obj13 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos11 cit1)>, <Op (unload-truck obj21 tru1 pos11)>]"
R-Centroid Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)']","['(at obj13 pos12)', '(at obj11 pos13)', '(at obj21 pos11)']",0.00044798851013183594,2.370853900909424,19,"[<Op (drive-truck tru1 pos13 pos11 cit1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (unload-truck obj21 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos13 cit1)>, <Op (load-truck obj13 tru1 pos13)>, <Op (unload-truck obj11 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (unload-truck obj13 tru1 pos12)>]"
