Approach,Initial,Goal,Time to Order Landmarks,Time to Generate Plan,Path Length,Path
Vanilla Pyperplan,"['(empty-ferry)', '(at c0 l9)', '(at c1 l2)', '(at c2 l1)', '(at c3 l3)', '(at c4 l7)', '(at c5 l1)', '(at c6 l7)', '(at c7 l5)', '(at c8 l3)', '(at-ferry l6)']","['(at c3 l8)', '(at c4 l0)', '(at c5 l8)']",-1,36.04912710189819,12,"[<Op (sail l6 l1)>, <Op (board c5 l1)>, <Op (sail l1 l8)>, <Op (debark c5 l8)>, <Op (sail l8 l3)>, <Op (board c3 l3)>, <Op (sail l3 l8)>, <Op (debark c3 l8)>, <Op (sail l8 l7)>, <Op (board c4 l7)>, <Op (sail l7 l0)>, <Op (debark c4 l0)>]"
Goal to Real Goal Approach,"['(empty-ferry)', '(at c0 l9)', '(at c1 l2)', '(at c2 l1)', '(at c3 l3)', '(at c4 l7)', '(at c5 l1)', '(at c6 l7)', '(at c7 l5)', '(at c8 l3)', '(at-ferry l6)']","['(at c3 l8)', '(at c4 l0)', '(at c5 l8)']",2.193450927734375e-05,93.4528272151947,24,"[<Op (sail l6 l3)>, <Op (board c8 l3)>, <Op (sail l3 l2)>, <Op (debark c8 l2)>, <Op (sail l2 l5)>, <Op (board c7 l5)>, <Op (sail l5 l8)>, <Op (debark c7 l8)>, <Op (sail l8 l7)>, <Op (board c6 l7)>, <Op (sail l7 l9)>, <Op (debark c6 l9)>, <Op (sail l9 l1)>, <Op (board c5 l1)>, <Op (sail l1 l8)>, <Op (debark c5 l8)>, <Op (sail l8 l3)>, <Op (board c3 l3)>, <Op (sail l3 l8)>, <Op (debark c3 l8)>, <Op (sail l8 l7)>, <Op (board c4 l7)>, <Op (sail l7 l0)>, <Op (debark c4 l0)>]"
Shared Landmark Approach,"['(empty-ferry)', '(at c0 l9)', '(at c1 l2)', '(at c2 l1)', '(at c3 l3)', '(at c4 l7)', '(at c5 l1)', '(at c6 l7)', '(at c7 l5)', '(at c8 l3)', '(at-ferry l6)']","['(at c3 l8)', '(at c4 l0)', '(at c5 l8)']",0.02225780487060547,31.99284315109253,14,"[<Op (sail l6 l7)>, <Op (sail l7 l8)>, <Op (sail l8 l3)>, <Op (board c3 l3)>, <Op (sail l3 l8)>, <Op (debark c3 l8)>, <Op (sail l8 l1)>, <Op (board c5 l1)>, <Op (sail l1 l8)>, <Op (debark c5 l8)>, <Op (sail l8 l7)>, <Op (board c4 l7)>, <Op (sail l7 l0)>, <Op (debark c4 l0)>]"
Combined Landmarks Approach,"['(empty-ferry)', '(at c0 l9)', '(at c1 l2)', '(at c2 l1)', '(at c3 l3)', '(at c4 l7)', '(at c5 l1)', '(at c6 l7)', '(at c7 l5)', '(at c8 l3)', '(at-ferry l6)']","['(at c3 l8)', '(at c4 l0)', '(at c5 l8)']",0.07274913787841797,0.14602303504943848,47,"[<Op (sail l6 l7)>, <Op (sail l7 l8)>, <Op (sail l8 l3)>, <Op (sail l3 l5)>, <Op (sail l5 l9)>, <Op (sail l9 l2)>, <Op (sail l2 l3)>, <Op (board c8 l3)>, <Op (sail l3 l7)>, <Op (debark c8 l7)>, <Op (board c6 l7)>, <Op (sail l7 l5)>, <Op (debark c6 l5)>, <Op (board c7 l5)>, <Op (sail l5 l7)>, <Op (debark c7 l7)>, <Op (board c8 l7)>, <Op (sail l7 l2)>, <Op (debark c8 l2)>, <Op (sail l2 l5)>, <Op (board c6 l5)>, <Op (sail l5 l9)>, <Op (debark c6 l9)>, <Op (sail l9 l7)>, <Op (board c7 l7)>, <Op (sail l7 l8)>, <Op (debark c7 l8)>, <Op (sail l8 l0)>, <Op (sail l0 l1)>, <Op (sail l1 l7)>, <Op (board c4 l7)>, <Op (sail l7 l1)>, <Op (debark c4 l1)>, <Op (board c5 l1)>, <Op (sail l1 l3)>, <Op (debark c5 l3)>, <Op (board c3 l3)>, <Op (sail l3 l8)>, <Op (debark c3 l8)>, <Op (sail l8 l3)>, <Op (board c5 l3)>, <Op (sail l3 l8)>, <Op (debark c5 l8)>, <Op (sail l8 l1)>, <Op (board c4 l1)>, <Op (sail l1 l0)>, <Op (debark c4 l0)>]"
Most Common Landmarks,"['(empty-ferry)', '(at c0 l9)', '(at c1 l2)', '(at c2 l1)', '(at c3 l3)', '(at c4 l7)', '(at c5 l1)', '(at c6 l7)', '(at c7 l5)', '(at c8 l3)', '(at-ferry l6)']","['(at c3 l8)', '(at c4 l0)', '(at c5 l8)']",0.03381490707397461,0.041948795318603516,23,"[<Op (sail l6 l7)>, <Op (sail l7 l8)>, <Op (sail l8 l3)>, <Op (sail l3 l1)>, <Op (sail l1 l0)>, <Op (sail l0 l7)>, <Op (board c4 l7)>, <Op (sail l7 l1)>, <Op (debark c4 l1)>, <Op (board c5 l1)>, <Op (sail l1 l3)>, <Op (debark c5 l3)>, <Op (board c3 l3)>, <Op (sail l3 l8)>, <Op (debark c3 l8)>, <Op (sail l8 l3)>, <Op (board c5 l3)>, <Op (sail l3 l8)>, <Op (debark c5 l8)>, <Op (sail l8 l1)>, <Op (board c4 l1)>, <Op (sail l1 l0)>, <Op (debark c4 l0)>]"
Centroid Approach,"['(empty-ferry)', '(at c0 l9)', '(at c1 l2)', '(at c2 l1)', '(at c3 l3)', '(at c4 l7)', '(at c5 l1)', '(at c6 l7)', '(at c7 l5)', '(at c8 l3)', '(at-ferry l6)']","['(at c3 l8)', '(at c4 l0)', '(at c5 l8)']",0.0006997585296630859,26.459582328796387,12,"[<Op (sail l6 l7)>, <Op (board c4 l7)>, <Op (sail l7 l0)>, <Op (debark c4 l0)>, <Op (sail l0 l1)>, <Op (board c5 l1)>, <Op (sail l1 l8)>, <Op (debark c5 l8)>, <Op (sail l8 l3)>, <Op (board c3 l3)>, <Op (sail l3 l8)>, <Op (debark c3 l8)>]"
Closest Centroid Approach,"['(empty-ferry)', '(at c0 l9)', '(at c1 l2)', '(at c2 l1)', '(at c3 l3)', '(at c4 l7)', '(at c5 l1)', '(at c6 l7)', '(at c7 l5)', '(at c8 l3)', '(at-ferry l6)']","['(at c3 l8)', '(at c4 l0)', '(at c5 l8)']",0.0006449222564697266,36.99776101112366,12,"[<Op (sail l6 l1)>, <Op (board c5 l1)>, <Op (sail l1 l8)>, <Op (debark c5 l8)>, <Op (sail l8 l3)>, <Op (board c3 l3)>, <Op (sail l3 l8)>, <Op (debark c3 l8)>, <Op (sail l8 l7)>, <Op (board c4 l7)>, <Op (sail l7 l0)>, <Op (debark c4 l0)>]"
Farthest Centroid Approach,"['(empty-ferry)', '(at c0 l9)', '(at c1 l2)', '(at c2 l1)', '(at c3 l3)', '(at c4 l7)', '(at c5 l1)', '(at c6 l7)', '(at c7 l5)', '(at c8 l3)', '(at-ferry l6)']","['(at c3 l8)', '(at c4 l0)', '(at c5 l8)']",0.0007207393646240234,31.155656099319458,12,"[<Op (sail l6 l3)>, <Op (board c3 l3)>, <Op (sail l3 l8)>, <Op (debark c3 l8)>, <Op (sail l8 l1)>, <Op (board c5 l1)>, <Op (sail l1 l8)>, <Op (debark c5 l8)>, <Op (sail l8 l7)>, <Op (board c4 l7)>, <Op (sail l7 l0)>, <Op (debark c4 l0)>]"
All but Real Centroid Approach,"['(empty-ferry)', '(at c0 l9)', '(at c1 l2)', '(at c2 l1)', '(at c3 l3)', '(at c4 l7)', '(at c5 l1)', '(at c6 l7)', '(at c7 l5)', '(at c8 l3)', '(at-ferry l6)']","['(at c3 l8)', '(at c4 l0)', '(at c5 l8)']",0.0005156993865966797,42.910967111587524,13,"[<Op (sail l6 l2)>, <Op (sail l2 l1)>, <Op (board c5 l1)>, <Op (sail l1 l8)>, <Op (debark c5 l8)>, <Op (sail l8 l3)>, <Op (board c3 l3)>, <Op (sail l3 l8)>, <Op (debark c3 l8)>, <Op (sail l8 l7)>, <Op (board c4 l7)>, <Op (sail l7 l0)>, <Op (debark c4 l0)>]"
R-Centroid Approach,"['(empty-ferry)', '(at c0 l9)', '(at c1 l2)', '(at c2 l1)', '(at c3 l3)', '(at c4 l7)', '(at c5 l1)', '(at c6 l7)', '(at c7 l5)', '(at c8 l3)', '(at-ferry l6)']","['(at c3 l8)', '(at c4 l0)', '(at c5 l8)']",0.0013060569763183594,37.42154002189636,12,"[<Op (sail l6 l1)>, <Op (board c5 l1)>, <Op (sail l1 l8)>, <Op (debark c5 l8)>, <Op (sail l8 l3)>, <Op (board c3 l3)>, <Op (sail l3 l8)>, <Op (debark c3 l8)>, <Op (sail l8 l7)>, <Op (board c4 l7)>, <Op (sail l7 l0)>, <Op (debark c4 l0)>]"
