Approach,Initial,Goal,Time to Order Landmarks,Time to Generate Plan,Path Length,Path
Vanilla Pyperplan,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c40)', '(free c41)', '(free c43)', '(free c44)', '(at p0 c42)']",['(at p0 c22)'],-1,0.003812074661254883,2,"[<Op (move p0 c42 c32)>, <Op (move p0 c32 c22)>]"
Goal to Real Goal Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c40)', '(free c41)', '(free c43)', '(free c44)', '(at p0 c42)']",['(at p0 c22)'],8.106231689453125e-06,0.009318113327026367,10,"[<Op (move p0 c42 c32)>, <Op (move p0 c32 c22)>, <Op (move p0 c22 c12)>, <Op (move p0 c12 c02)>, <Op (move p0 c02 c01)>, <Op (move p0 c01 c00)>, <Op (move p0 c00 c01)>, <Op (move p0 c01 c02)>, <Op (move p0 c02 c12)>, <Op (move p0 c12 c22)>]"
Shared Landmark Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c40)', '(free c41)', '(free c43)', '(free c44)', '(at p0 c42)']",['(at p0 c22)'],1.3113021850585938e-05,0.007531166076660156,2,"[<Op (move p0 c42 c32)>, <Op (move p0 c32 c22)>]"
Combined Landmarks Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c40)', '(free c41)', '(free c43)', '(free c44)', '(at p0 c42)']",['(at p0 c22)'],0.0012478828430175781,0.008604764938354492,10,"[<Op (move p0 c42 c32)>, <Op (move p0 c32 c22)>, <Op (move p0 c22 c12)>, <Op (move p0 c12 c02)>, <Op (move p0 c02 c01)>, <Op (move p0 c01 c00)>, <Op (move p0 c00 c01)>, <Op (move p0 c01 c02)>, <Op (move p0 c02 c12)>, <Op (move p0 c12 c22)>]"
Most Common Landmarks,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c40)', '(free c41)', '(free c43)', '(free c44)', '(at p0 c42)']",['(at p0 c22)'],0.00021791458129882812,0.007648944854736328,2,"[<Op (move p0 c42 c32)>, <Op (move p0 c32 c22)>]"
Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c40)', '(free c41)', '(free c43)', '(free c44)', '(at p0 c42)']",['(at p0 c22)'],0.000247955322265625,0.00821685791015625,6,"[<Op (move p0 c42 c41)>, <Op (move p0 c41 c40)>, <Op (move p0 c40 c30)>, <Op (move p0 c30 c20)>, <Op (move p0 c20 c21)>, <Op (move p0 c21 c22)>]"
Closest Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c40)', '(free c41)', '(free c43)', '(free c44)', '(at p0 c42)']",['(at p0 c22)'],0.00038814544677734375,0.007445096969604492,2,"[<Op (move p0 c42 c32)>, <Op (move p0 c32 c22)>]"
Farthest Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c40)', '(free c41)', '(free c43)', '(free c44)', '(at p0 c42)']",['(at p0 c22)'],0.00040411949157714844,0.0075838565826416016,2,"[<Op (move p0 c42 c32)>, <Op (move p0 c32 c22)>]"
All but Real Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c40)', '(free c41)', '(free c43)', '(free c44)', '(at p0 c42)']",['(at p0 c22)'],0.0002529621124267578,0.008513927459716797,6,"[<Op (move p0 c42 c32)>, <Op (move p0 c32 c22)>, <Op (move p0 c22 c12)>, <Op (move p0 c12 c02)>, <Op (move p0 c02 c12)>, <Op (move p0 c12 c22)>]"
R-Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c40)', '(free c41)', '(free c43)', '(free c44)', '(at p0 c42)']",['(at p0 c22)'],0.0001590251922607422,0.008190155029296875,6,"[<Op (move p0 c42 c41)>, <Op (move p0 c41 c40)>, <Op (move p0 c40 c30)>, <Op (move p0 c30 c20)>, <Op (move p0 c20 c21)>, <Op (move p0 c21 c22)>]"
R-Closest Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c40)', '(free c41)', '(free c43)', '(free c44)', '(at p0 c42)']",['(at p0 c22)'],0.00019478797912597656,0.00800633430480957,6,"[<Op (move p0 c42 c41)>, <Op (move p0 c41 c40)>, <Op (move p0 c40 c30)>, <Op (move p0 c30 c20)>, <Op (move p0 c20 c21)>, <Op (move p0 c21 c22)>]"
R-Farthest Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c40)', '(free c41)', '(free c43)', '(free c44)', '(at p0 c42)']",['(at p0 c22)'],0.00015687942504882812,0.008080005645751953,6,"[<Op (move p0 c42 c41)>, <Op (move p0 c41 c40)>, <Op (move p0 c40 c30)>, <Op (move p0 c30 c20)>, <Op (move p0 c20 c21)>, <Op (move p0 c21 c22)>]"
R-All but Real Centroid Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c40)', '(free c41)', '(free c43)', '(free c44)', '(at p0 c42)']",['(at p0 c22)'],0.0003750324249267578,0.007440090179443359,2,"[<Op (move p0 c42 c32)>, <Op (move p0 c32 c22)>]"
Minimum Covering State Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c40)', '(free c41)', '(free c43)', '(free c44)', '(at p0 c42)']",['(at p0 c22)'],0.0002789497375488281,0.008483171463012695,6,"[<Op (move p0 c42 c32)>, <Op (move p0 c32 c22)>, <Op (move p0 c22 c12)>, <Op (move p0 c12 c02)>, <Op (move p0 c02 c12)>, <Op (move p0 c12 c22)>]"
Closest Minimum Covering State Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c40)', '(free c41)', '(free c43)', '(free c44)', '(at p0 c42)']",['(at p0 c22)'],0.0003199577331542969,0.00861215591430664,6,"[<Op (move p0 c42 c41)>, <Op (move p0 c41 c40)>, <Op (move p0 c40 c30)>, <Op (move p0 c30 c20)>, <Op (move p0 c20 c21)>, <Op (move p0 c21 c22)>]"
Farthest Minimum Covering State Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c40)', '(free c41)', '(free c43)', '(free c44)', '(at p0 c42)']",['(at p0 c22)'],0.0003540515899658203,0.00899195671081543,6,"[<Op (move p0 c42 c41)>, <Op (move p0 c41 c40)>, <Op (move p0 c40 c30)>, <Op (move p0 c30 c20)>, <Op (move p0 c20 c21)>, <Op (move p0 c21 c22)>]"
All but Real Minimum Coverinst State Approach,"['(free c00)', '(free c01)', '(free c02)', '(free c03)', '(free c04)', '(free c10)', '(free c11)', '(free c12)', '(free c13)', '(free c14)', '(free c20)', '(free c21)', '(free c22)', '(free c23)', '(free c24)', '(free c30)', '(free c31)', '(free c32)', '(free c33)', '(free c34)', '(free c40)', '(free c41)', '(free c43)', '(free c44)', '(at p0 c42)']",['(at p0 c22)'],0.0005469322204589844,0.011397123336791992,6,"[<Op (move p0 c42 c32)>, <Op (move p0 c32 c22)>, <Op (move p0 c22 c12)>, <Op (move p0 c12 c02)>, <Op (move p0 c02 c12)>, <Op (move p0 c12 c22)>]"
